fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file0.TextGrid,1,0.200,8,33,60,71,75,71,57,44,21,11,48.875
file0.TextGrid,2,0.290,11,52,49,61,72,81,79,74,66,59,63.389
file0.TextGrid,3,0.570,59,39,27,64,73,72,69,60,54,41,56.419
file1.TextGrid,1,0.160,37,49,62,68,71,73,74,74,75,73,66.606
file1.TextGrid,2,0.260,73,69,67,64,69,74,73,70,68,62,69.032
file1.TextGrid,3,0.240,62,54,50,50,44,57,65,66,66,66,57.229
file10.TextGrid,1,0.240,52,69,73,75,71,71,69,63,58,51,67.093
file10.TextGrid,2,0.180,51,36,14,-18,30,61,77,83,82,80,47.908
file10.TextGrid,3,0.400,80,68,64,66,74,77,74,55,44,27,63.982
file100.TextGrid,1,0.370,-2,69,77,71,71,71,70,70,59,32,65.039
file100.TextGrid,2,0.210,32,36,69,83,84,83,82,77,76,76,71.428
file100.TextGrid,3,0.370,76,82,80,79,78,76,66,58,55,33,70.328
file101.TextGrid,1,0.210,30,54,66,70,63,45,20,-19,16,47,37.837
file101.TextGrid,2,0.460,47,49,51,69,80,72,57,54,52,56,59.455
file101.TextGrid,3,0.390,56,69,77,76,74,70,60,58,53,36,64.841
file102.TextGrid,1,0.160,20,39,52,59,64,62,67,77,76,68,60.175
file102.TextGrid,2,0.150,68,60,58,60,65,71,77,77,75,71,67.904
file102.TextGrid,3,0.380,71,71,70,70,70,60,52,51,45,37,60.487
file103.TextGrid,1,0.220,34,56,75,77,73,70,72,72,72,74,68.886
file103.TextGrid,2,0.170,74,71,69,72,73,72,69,69,71,70,71.135
file103.TextGrid,3,0.280,70,72,67,66,73,71,67,57,55,45,65.087
file104.TextGrid,1,0.280,12,48,73,78,80,76,71,67,77,67,68.353
file104.TextGrid,2,0.080,67,70,74,77,79,79,78,76,72,69,74.902
file104.TextGrid,3,0.390,69,62,62,72,69,58,51,48,42,40,57.688
file105.TextGrid,1,0.220,37,55,71,76,76,73,72,73,71,68,68.572
file105.TextGrid,2,0.300,68,57,54,58,58,59,62,72,78,67,62.933
file105.TextGrid,3,0.560,67,66,75,65,55,58,58,53,51,38,59.136
file106.TextGrid,1,0.200,37,63,73,74,75,74,77,77,72,66,71.060
file106.TextGrid,2,0.130,66,64,64,64,62,59,56,65,74,76,64.452
file106.TextGrid,3,0.260,76,76,72,76,73,70,60,54,42,38,64.476
file107.TextGrid,1,0.260,-5,30,48,67,68,53,25,-7,-0.8,39,33.355
file107.TextGrid,2,0.420,39,64,66,69,75,76,77,77,75,68,70.954
file107.TextGrid,3,0.460,68,52,52,75,76,74,67,59,55,41,62.758
file108.TextGrid,1,0.380,20,61,64,66,81,82,79,78,76,73,71.002
file108.TextGrid,2,0.160,73,73,76,75,76,78,79,77,77,73,76.050
file108.TextGrid,3,0.280,73,70,68,72,72,71,68,61,51,36,65.362
file109.TextGrid,1,0.200,31,60,70,75,76,75,72,71,70,69,68.669
file109.TextGrid,2,0.350,69,64,56,56,54,58,76,80,81,71,66.127
file109.TextGrid,3,0.440,71,80,76,69,60,51,50,51,50,45,60.613
file11.TextGrid,1,0.140,41,68,74,77,79,80,80,82,80,73,75.263
file11.TextGrid,2,0.420,73,74,84,84,81,75,82,81,78,73,79.558
file11.TextGrid,3,0.210,73,63,63,59,57,55,59,56,54,48,58.440
file110.TextGrid,1,0.250,22,55,73,78,77,74,67,67,67,54,66.450
file110.TextGrid,2,0.120,54,51,50,48,56,60,62,70,72,71,59.156
file110.TextGrid,3,0.190,71,69,67,63,61,62,61,59,61,60,63.224
file111.TextGrid,1,0.110,32,54,61,59,67,76,78,76,70,68,66.139
file111.TextGrid,2,0.310,68,63,58,54,57,77,77,75,72,75,67.493
file111.TextGrid,3,0.400,75,78,76,75,68,60,57,49,43,32,61.824
file112.TextGrid,1,0.300,42,68,74,76,75,72,72,74,74,62,71.259
file112.TextGrid,2,0.370,62,66,68,68,75,68,66,68,72,69,68.030
file112.TextGrid,3,0.360,69,61,57,56,69,67,65,59,40,10,57.307
file113.TextGrid,1,0.160,34,42,50,55,58,58,62,79,82,82,60.621
file113.TextGrid,2,0.160,82,81,82,83,83,82,82,82,82,80,81.961
file113.TextGrid,3,0.550,80,77,81,82,73,64,58,49,43,39,64.676
file114.TextGrid,1,0.060,25,22,21,20,20,20,20,19,18,18,20.262
file114.TextGrid,2,0.220,18,55,68,80,80,80,78,78,78,77,71.600
file114.TextGrid,3,0.510,77,75,76,77,70,59,51,43,36,27,60.506
file115.TextGrid,1,0.240,-6,29,55,71,77,68,47,15,30,53,45.878
file115.TextGrid,2,0.490,53,60,63,74,83,82,82,81,82,70,74.301
file115.TextGrid,3,0.250,70,73,74,77,76,74,71,61,39,24,65.815
file116.TextGrid,1,0.230,14,51,60,70,71,70,69,69,68,64,63.072
file116.TextGrid,2,0.120,64,63,70,75,76,76,75,75,74,68,72.178
file116.TextGrid,3,0.590,68,65,64,71,74,70,55,48,42,30,60.175
file117.TextGrid,1,0.210,6,51,70,72,65,49,29,11,47,54,47.318
file117.TextGrid,2,0.390,54,63,63,61,73,79,74,74,71,68,69.072
file117.TextGrid,3,0.280,68,66,67,70,71,71,69,55,35,35,61.836
file118.TextGrid,1,0.240,33,59,71,76,77,77,77,77,74,66,71.483
file118.TextGrid,2,0.190,66,48,30,18,12,55,77,82,81,69,52.937
file118.TextGrid,3,0.440,69,32,56,78,76,67,60,56,48,26,57.739
file119.TextGrid,1,0.250,25,57,72,78,78,65,63,62,61,71,64.752
file119.TextGrid,2,0.110,71,74,69,66,73,75,75,75,74,72,72.554
file119.TextGrid,3,0.300,72,68,69,70,69,58,51,52,49,48,60.480
file12.TextGrid,1,0.210,-7,48,66,68,66,50,27,-3,39,53,43.128
file12.TextGrid,2,0.480,53,61,60,65,82,70,10,-43,-9,-10,20.977
file12.TextGrid,3,0.430,-10,57,76,74,69,61,60,58,51,36,59.608
file120.TextGrid,1,0.310,14,69,79,78,70,70,69,70,69,54,68.662
file120.TextGrid,2,0.200,54,31,4,30,61,79,82,82,81,73,56.398
file120.TextGrid,3,0.290,73,49,48,49,76,81,80,77,69,46,65.480
file121.TextGrid,1,0.310,0.3,56,74,78,62,53,47,68,49,42,57.841
file121.TextGrid,2,0.170,42,46,71,82,84,84,84,84,84,83,75.601
file121.TextGrid,3,0.280,83,78,80,80,82,80,73,65,65,63,75.322
file122.TextGrid,1,0.150,28,32,52,60,63,63,64,78,82,80,60.949
file122.TextGrid,2,0.280,80,76,78,80,79,73,78,79,76,75,77.779
file122.TextGrid,3,0.120,75,72,67,62,58,58,56,54,50,44,59.598
file123.TextGrid,1,0.090,55,66,74,77,78,79,79,79,78,75,75.068
file123.TextGrid,2,0.350,75,70,77,80,80,78,76,75,74,68,75.809
file123.TextGrid,3,0.420,68,78,78,76,67,59,50,42,40,31,60.359
file124.TextGrid,1,0.280,36,71,78,75,74,66,65,66,66,62,68.042
file124.TextGrid,2,0.100,62,60,59,57,60,66,70,71,70,68,64.145
file124.TextGrid,3,0.580,68,68,68,65,65,70,69,54,54,45,62.899
file125.TextGrid,1,0.360,13,70,75,74,74,74,73,74,73,59,70.497
file125.TextGrid,2,0.140,59,62,71,80,82,82,84,84,83,79,77.546
file125.TextGrid,3,0.370,79,78,84,83,79,75,71,64,63,61,73.693
file126.TextGrid,1,0.220,-0.8,47,70,75,72,61,54,47,44,51,55.539
file126.TextGrid,2,0.500,51,60,63,61,81,84,79,73,71,67,69.934
file126.TextGrid,3,0.460,67,77,76,73,71,62,54,47,41,32,61.045
file127.TextGrid,1,0.150,38,58,76,80,80,76,76,76,75,74,72.563
file127.TextGrid,2,0.250,74,73,72,75,71,63,56,50,47,49,62.911
file127.TextGrid,3,0.300,49,69,70,72,70,71,66,60,57,44,65.045
file128.TextGrid,1,0.210,29,50,69,77,72,72,75,75,75,75,68.344
file128.TextGrid,2,0.200,75,76,78,78,78,78,78,78,76,68,76.764
file128.TextGrid,3,0.320,68,79,78,78,75,64,62,53,48,46,66.039
file129.TextGrid,1,0.210,7,60,73,78,79,66,44,12,20,51,51.494
file129.TextGrid,2,0.360,51,59,61,60,62,81,82,82,78,74,69.812
file129.TextGrid,3,0.410,74,71,71,74,76,77,75,74,69,49,71.711
file13.TextGrid,1,0.150,4,31,55,66,72,75,77,79,78,72,63.546
file13.TextGrid,2,0.330,72,64,63,59,69,76,79,79,79,74,71.005
file13.TextGrid,3,0.330,74,59,48,51,73,73,71,62,40,20,57.994
file130.TextGrid,1,0.160,18,26,40,47,57,66,67,65,65,61,52.725
file130.TextGrid,2,0.290,61,48,74,80,75,74,71,62,57,59,66.536
file130.TextGrid,3,0.420,59,77,81,82,81,77,74,57,54,51,71.032
file131.TextGrid,1,0.090,38,54,60,65,74,78,76,73,73,74,67.740
file131.TextGrid,2,0.230,74,78,84,81,67,66,60,57,53,50,67.445
file131.TextGrid,3,0.350,50,74,81,81,74,67,60,55,47,39,64.854
file132.TextGrid,1,0.230,8,62,74,78,67,56,47,41,29,59,54.706
file132.TextGrid,2,0.420,59,54,53,71,82,83,79,79,73,72,70.464
file132.TextGrid,3,0.440,72,78,75,73,70,62,57,59,56,52,65.563
file133.TextGrid,1,0.190,17,25,36,41,43,66,80,83,82,78,55.989
file133.TextGrid,2,0.290,78,75,83,82,80,61,54,53,50,27,65.929
file133.TextGrid,3,0.540,27,33,71,77,76,70,64,59,49,33,57.292
file134.TextGrid,1,0.310,18,32,45,53,76,78,77,71,66,61,60.029
file134.TextGrid,2,0.170,61,55,50,47,63,72,72,72,72,70,63.344
file134.TextGrid,3,0.270,70,64,61,64,62,58,52,44,35,12,53.303
